Events,,,,,,,,,,,,,,Players
13mins 1st half Kilmacud Crokes own puck/kick out lost    Posn: 78:84,,,,,,,,,,,,,,
13mins 1st half Round Towers Minor Footballers saved  Craig Reilly  Posn: 71:88,,,,,,,,,,,,,,
13mins 1st half Kilmacud Crokes turnover won  1,,,,,,,,,,,,,,
13mins 1st half Round Towers Minor Footballers turnover won  Cathal Downey,,,,,,,,,,,,,,
14mins 1st half Kilmacud Crokes free/pen conceded    Posn: 51:20,,,,,,,,,,,,,,
14mins 1st half Kilmacud Crokes turnover won ,,,,,,,,,,,,,,
14mins 1st half Kilmacud Crokes wide from play   Posn: 28:14,,,,,,,,,,,,,,
14mins 1st half Round Towers Minor Footballers own puck/kick out won  Liam Redmond  Posn: 85:38,,,,,,,,,,,,,,
15mins 1st half Round Towers Minor Footballers turnover lost  Rory Broderick,,,,,,,,,,,,,,
15mins 1st half Round Towers Minor Footballers free/pen conceded  Mark Maguire  Posn: 48:42,,,,,,,,,,,,,,
15mins 1st half Kilmacud Crokes point from play   Posn: 35:15,,,,,,,,,,,,,,
16mins 1st half Round Towers Minor Footballers own puck/kick out won  Liam Redmond  Posn: 49:49,,,,,,,,,,,,,,
16mins 1st half Kilmacud Crokes free/pen conceded    Posn: 77:1,,,,,,,,,,,,,,
17mins 1st half Round Towers Minor Footballers point from free Craig Doherty  Posn: 19:85,,,,,,,,,,,,,,
17mins 1st half Kilmacud Crokes own puck/kick out lost    Posn: 2:64,,,,,,,,,,,,,,
17mins 1st half Round Towers Minor Footballers turnover lost  Craig Reilly,,,,,,,,,,,,,,
18mins 1st half Round Towers Minor Footballers turnover won  Pierce McDonald,,,,,,,,,,,,,,
18mins 1st half Kilmacud Crokes turnover won ,,,,,,,,,,,,,,
18mins 1st half Round Towers Minor Footballers turnover won  Ryan Hickey,,,,,,,,,,,,,,
18mins 1st half Kilmacud Crokes free/pen conceded  2  Posn: 69:66,,,,,,,,,,,,,,
18mins 1st half Kilmacud Crokes free/pen conceded    Posn: 35:92,,,,,,,,,,,,,,
19mins 1st half Round Towers Minor Footballers point from free Craig Doherty  Posn: 33:84,,,,,,,,,,,,,,
19mins 1st half Kilmacud Crokes own puck/kick out won  7  Posn: 23:52,,,,,,,,,,,,,,
20mins 1st half Kilmacud Crokes point from play 10  Posn: 34:16,,,,,,,,,,,,,,
20mins 1st half Round Towers Minor Footballers own puck/kick out won  Dylan Delaney  Posn: 48:24,,,,,,,,,,,,,,
20mins 1st half Kilmacud Crokes free/pen conceded    Posn: 95:67,,,,,,,,,,,,,,
21mins 1st half Round Towers Minor Footballers short from free Ben Casey  Posn: 92:76,,,,,,,,,,,,,,
